Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
49	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.8269510564670987e-16 0 0 2.3554394162675146e-18 9.754516610309098e-11 0 2.6743664540840878e-13 1.7502236142304814e-11 0 0 0 0 0 0 0 0 5.389796981100655e-11 0 5.441105290326e-08 3.9504027269518002e-08 2.0613788305584073e-06 2.3025552885540703e-06 0.00035652349195375543 2.8186960020147933e-07 8.2644224228706536e-06 0.00013967674930983457 2.2303637380791426e-05 2.1035523735761672e-33 0 0 1.0989690059521483e-18 2.3669079629838434e-07 1.956346611733334e-09 7.0704918837739257e-12 0.47708602511862863 0.0040039016450892145 0 0.49202913484601957 0.026349191547063042 0
50	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.2506822177282318e-18 0 0 1.8379694945057036e-11 8.5950433258577004e-11 0 1.5905387226488915e-10 1.358017934265333e-09 0 7.5060965159112438e-46 0 0 0 0 0 0 2.741304771960192e-12 0 8.9489629487113471e-09 1.6086460675627891e-09 1.146010318117211e-07 6.4247980700008132e-08 0.00017238466666542898 1.8916592898163058e-07 1.0395879770301328e-05 0.00022064246965062032 7.9251810618403732e-05 3.0903978070518746e-40 0 0 1.31331943096163e-18 9.5842230660867827e-09 5.8372571860130324e-11 1.4468068940996028e-13 0.28298859851506469 0.0017520684612719278 0 0.68862027849497676 0.026155989862568767 0
51	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9403162423927708e-15 0 0 0 0 0 0 0 0 0 0 1.4011912728517697e-21 3.7933460686784868e-17 0 6.8155872482136068e-15 9.918842234616113e-13 1.1103468870081387e-17 2.2569478023517189e-11 1.268897098875177e-09 0 3.5251626537262965e-54 0 0 0 0 0 0 2.8912583115946771e-14 0 1.3547232774088412e-09 5.840254340827836e-11 8.7225655931377718e-08 8.2768812382400486e-08 0.00016602831835011377 9.9368094917871071e-08 1.5931738245145646e-05 0.00015886033739954082 0.00012618061488287716 3.9757765804427662e-39 0 0 7.991956947446373e-25 3.5377875771402284e-10 1.5508154341806814e-12 8.7531090306667651e-15 0.15400729057412893 0.00061957683386336154 0 0.81470753311267996 0.030198326046881312 0
52	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.8303310393277834e-20 0 0 0 0 0 0 0 0 0 0 6.2887230609603556e-24 3.6184025737811659e-19 0 2.1388474674972807e-17 1.0424379635498302e-14 1.3686372672214102e-11 7.2295159248971805e-12 1.1430558580058137e-09 2.8723196463286986e-23 1.8260104775544017e-55 0 0 0 0 0 0 1.4183222159136089e-13 0 1.6725846213794067e-10 2.0499300580927263e-12 1.4700170089911466e-08 2.0285228038886664e-07 6.3625610660317291e-05 2.2615996881381203e-08 1.5547657359045753e-05 0.00029678581356085002 0.00016184163352409611 3.5342694660997267e-37 0 0 1.3918221050928043e-21 1.2322875008307463e-11 4.3472140539533076e-14 1.1228364697722095e-16 0.079278553156572173 0.00031677143096603899 0 0.8877009104663125 0.032165722697114117 1.9688212364533356e-11
53	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8030364321241846e-05 0 1.6387330514888317e-05 0.00025537926190411837 0.00022962068301339539 0 0 0 0 0 0 0 0.038427286240036204 0.0001209691240598455 0 0.92812680074023313 0.032795526255852935 0
54	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6600332082637253e-11 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7375514128775177e-08 0 5.6299226444703443e-06 0 8.1326406666946913e-06 8.4643232565521782e-05 0.0002633097939505477 0 0 0 0 0 0 0 0.010375578281918657 1.4992277063134301e-05 0 0.96518424055382279 0.024063455905301886 0
55	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0541398945407579e-11 1.1252789025806926e-09 0 0 0 0 0 0 0 0 0 0 0 0 4.3983714472429094e-09 4.645169103853768e-09 1.5733864934539678e-06 0 7.8549540839354282e-06 0.00010075620546419359 0.00029251616167840573 0 0 0 0 0 0 0 0.0032007893955143434 1.8464236801063761e-05 0 0.97096247261310542 0.025415562867633929 0
56	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9930717562365126e-23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.2100410322552318e-12 1.6739768317903288e-09 0 0 0 0 0 0 0 0 0 0 0 0 4.1420681744888018e-08 3.3231901925386884e-08 4.7129868472268193e-07 0 1.4224735095725872e-05 0.00016046832201005467 0.00032127735501324159 0 0 0 0 0 0 0 0.001253045667601334 6.7125755564336196e-06 0 0.96312109527316347 0.035122628437032878 0
57	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.5223560775957336e-31 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5227066202866309e-14 1.7159336785117709e-13 0 7.9649890248975967e-11 4.4417091177571425e-11 2.1321484037826943e-09 0 0 0 0 0 0 0 0 2.779487055975181e-12 0 0 0 4.416811648666229e-08 1.031252389833607e-07 1.419885697780561e-07 0 1.4220920223388168e-05 0.00025184355043768471 0.00035479824395693113 0 0 0 0 0 0 0 0.00050320410312934636 2.9168614017619926e-06 0 0.96131549185341159 0.037557232926219042 0
58	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7704847155021339e-37 1.3176225663151302e-15 0 0 0 0 0 0 0 0 0 0 0 0 2.8080381311753015e-18 5.7376300087196465e-17 6.919179855254817e-13 1.9634727204298162e-10 1.5613409079202187e-10 9.8072710100996785e-09 0 0 0 0 0 0 0 0 1.0834604485226528e-12 0 0 0 1.011898644049397e-07 5.9939871365860041e-08 1.1466212112947788e-07 0 4.7253709495363715e-05 0.00022073723856466849 0.00038378080636344467 0 0 0 0 0 0 0 0.00012201321887625607 1.2617092127843954e-06 0 0.94041046177360665 0.058814205590471284 0
59	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.533747879451946e-24 2.358746055510277e-17 0 0 0 0 0 0 0 0 0 0 0 1.2408315211961146e-18 4.6242630284277778e-14 1.9563685663674961e-20 7.1120340074252939e-11 4.2050407474346104e-11 3.9105260112332167e-10 5.1104934630953643e-08 0 0 0 0 0 0 0 0 8.2724575968379364e-13 0 0 0 2.8775325669467827e-07 2.0803423762211052e-08 6.9205563598169341e-08 0 7.4854420288964722e-05 0.00076152022941460397 0.00021121334244434247 0 0 0 0 0 0 0 8.0176216529555434e-05 9.1232503851966807e-07 0 0.93223805232166335 0.066632841772455154 0
60	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0008691564371726e-17 0 5.8615917333255345e-23 3.9630983051906669e-21 0 0 0 0 0 0 0 0 0 0 0 4.4087923918933104e-20 4.665276899689409e-16 4.8402666251234985e-13 2.6490118648048908e-12 1.4442830100629104e-11 1.0777830405128665e-09 1.1018691271629024e-07 0 0 0 0 0 0 0 0 3.0571883938320875e-12 0 0 0 5.5755043551965117e-07 4.923294416338031e-07 4.3119863028206565e-08 0 8.5827945191493788e-05 0.0013394667406949323 0.00023308492044345737 0 0 0 0 0 0 0 5.7651569420208041e-05 6.7087053154368911e-07 0 0.93027433157546824 0.068007762093051025 0
61	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.0985348790562524e-29 9.3483521516269205e-22 0 6.3997813716806961e-26 6.0179771200953274e-21 0 0 0 0 0 0 0 0 8.6400009720740448e-18 0 1.7537394211667654e-23 4.9772987654576627e-22 1.4315928755386099e-15 7.7744927763631297e-16 2.6336038796081286e-09 8.8807290140150682e-12 3.4878211252636836e-10 3.5304882940895421e-08 0 0 0 0 0 0 0 0 6.4783985043754734e-16 0 0 0 6.782871680535874e-07 3.6309201884001106e-07 5.0140178679927013e-08 0 6.1650458178891943e-05 0.00062434382711128102 0.00026005523467216129 0 0 0 0 0 0 0 2.7900592346649101e-05 2.460463245488825e-07 0 0.95060143151216614 0.048423242513693829 0
62	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8132331295476586e-34 1.329342213621211e-19 9.5137518625664125e-32 2.7911009691565718e-22 3.8727983957793288e-25 0 0 0 0 0 0 0 0 2.6714561516836058e-23 0 1.2870565987241515e-25 2.735407272444149e-18 1.9272665638651804e-13 4.6599762787112105e-14 1.4529334676279639e-10 1.488515859612421e-12 7.2774347250220301e-10 6.0667312181125127e-09 0 0 0 0 0 0 0 0 9.6009895356115301e-13 0 0 0 2.5003215224558317e-07 3.3844949666867427e-07 1.7502688012935326e-08 0 3.6480887413555322e-05 0.00042855637024282302 4.7539289767801647e-08 0 0 0 0 0 0 0 1.3874914399257098e-05 1.0674208926695676e-07 0 0.9516440449886413 0.047876275631152335 0
63	0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.6900570139575344e-53 0 0 0 0 0 0 0 0 0 0 0 0 0 3.9769431808779321e-40 1.4787960721771104e-17 4.5662551261628832e-34 4.6960063866876967e-24 1.5544784576316173e-15 0 0 0 0 0 0 0 0 6.587364470287967e-20 0 6.1774039059292294e-28 2.1301077806558365e-20 1.9604742873993102e-16 2.8745634073521116e-11 4.72100829379022e-12 3.0108297113328713e-11 1.3096731351821496e-10 1.4846735686353296e-08 0 0 0 0 0 0 0 0 2.6479631003870564e-13 0 0 0 7.4100978206442333e-08 1.1916743283067121e-07 5.8780124490497999e-09 0 2.9974841449544463e-05 0.00023675154905226304 2.7493785895998323e-08 0 0 0 0 0 0 0 5.038461870432568e-06 1.8448303804804184e-08 0 0.95654178806491441 0.043186186952694681 0
64	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0568427330074457e-51 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6748087321876218e-45 1.5022065295462365e-21 4.0399412041663474e-36 4.1142147652605948e-26 2.1322583318361755e-15 4.5008100339413172e-28 0 0 0 0 0 0 0 1.3292021261011696e-23 0 1.0944304631244084e-17 3.1296500416792318e-22 1.1324905103546358e-20 2.7025036208995539e-13 2.5199651585762668e-11 5.3491341476470094e-12 1.4197021993884e-10 3.6504436430482318e-09 0 0 0 0 0 0 0 0 3.6155624118878086e-12 0 0 0 3.3601123717153561e-08 2.0169089481474002e-07 9.898135145783587e-10 0 3.2135921834857441e-05 0.0004293276297529068 3.3972657051735273e-08 0 0 0 0 0 0 0 2.6690657717641931e-06 1.5687683660874441e-08 0 0.95129262045263685 0.048242957161009348 0
65	0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.9153014555300714e-36 0 0 0 0 0 0 0 0 0 0 1.4880996546728075e-34 0 6.3951360953895307e-44 7.0126703808881156e-51 1.0559293758768047e-31 3.4273592326117276e-38 2.571505349187348e-20 2.1668553565684867e-19 2.4070848353898588e-23 0 0 0 0 0 0 0 1.5055796876025761e-18 0 9.4713669823650882e-20 4.5635118244731823e-24 1.8248394777189639e-14 1.0070454935399785e-14 8.2827265022255092e-11 6.3084974288962956e-10 1.9088260856427935e-10 2.0765991666691168e-08 0 0 0 0 0 0 0 0 1.0301150033431178e-10 0 9.5544332498705442e-29 0 1.8126113284596174e-07 1.831249166965116e-07 1.7476234129166286e-09 0 3.9691118805836612e-05 0.00070113864771206348 3.7816171518827166e-08 0 0 0 0 0 0 0 1.4516080045092337e-06 1.4398228261469983e-08 0 0.95157505928549746 0.047682219218363686 0
66	0 0 0 0 0 0 0 0 0 0 0 1.0591820484889299e-71 0 0 8.1857007830369206e-30 0 0 0 0 0 0 0 0 0 0 8.2345882474396994e-39 0 3.1778356694959233e-51 2.9596784271781204e-56 7.0870148913806642e-42 3.0265044271255862e-28 5.6059277250857312e-19 2.2082073624677868e-23 3.8587256425066954e-25 0 0 0 0 0 0 0 6.3542580497425089e-24 0 1.1541349435297203e-19 6.0122779558154583e-25 1.0099533222465752e-18 6.6700904992883088e-16 8.5422037700117522e-12 7.6779750184795173e-12 1.0107842638713951e-11 2.4461030426751653e-08 0 0 0 0 0 0 0 0 1.0811895233280751e-10 0 1.8323975612563138e-29 0 2.7770591527964543e-08 4.264945512468065e-07 9.1586941081635894e-10 0 4.3820190110724456e-05 0.0006699618948128904 4.1701018296401971e-08 0 0 0 0 0 0 0 7.8025378259082181e-07 6.9709080105258175e-09 0 0.95375594330326807 0.045528965909569931 0
67	0 0 0 0 0 0 0 0 0 0 0 4.0525397344923907e-80 0 2.363231959621262e-69 4.1039340160839478e-37 0 0 0 0 0 0 0 0 0 0 2.7330308189946468e-40 0 5.504449002434179e-35 1.2577533484328172e-61 7.2763375928368691e-46 4.9067882975662667e-30 2.9231522574643819e-24 1.6194637327730787e-25 2.7190280306705433e-35 0 0 0 0 0 0 0 2.7003235437586529e-29 0 3.6798540124966864e-19 8.8090083586272714e-27 1.1619273562997829e-14 3.5889547868850017e-14 9.5744264513997802e-12 1.3048101748415118e-12 3.1022278692512395e-12 4.154305818778583e-08 0 0 0 0 0 0 0 0 6.4295494054217899e-11 0 3.516134981787908e-30 0 3.5100618641847732e-07 1.4032338983710367e-07 3.2396670768009251e-10 0 3.2876701939614922e-05 0.0005169761957604977 4.5822778307718541e-08 0 0 0 0 0 0 0 4.2692647553620536e-07 3.0785635627028688e-09 0 0.9547245863500301 0.044724551649557527 0
68	0 0 0 0 0 0 0 0 0 0 0 1.6066177535611705e-88 0 2.113346393171953e-62 3.0269036486727656e-38 0 0 0 0 0 0 0 0 0 0 1.5375041815881893e-33 0 2.8329845786486963e-42 3.3203646804891575e-33 4.1638000149699736e-27 2.7573343124371699e-30 1.2883478231738407e-25 1.26284639078195e-20 4.4115889575284259e-37 0 0 0 0 0 0 0 1.7862743132692906e-30 0 1.1522992738386228e-18 5.3673787783474761e-16 1.7441737804082656e-18 9.3496161362613386e-20 3.4129255673545929e-09 9.9425374270691642e-11 2.5623402717117704e-12 8.9034949889970842e-10 0 0 0 0 0 0 0 0 5.5017488164243365e-13 0 6.8478584915778632e-31 0 1.147792270156983e-07 7.4290034502068263e-07 1.1851094842253297e-10 0 4.1588484209835234e-05 0.00063422381794498567 5.0178108432051577e-08 0 0 0 0 0 0 0 2.2616147644630623e-07 1.6462974406584674e-09 0 0.95375490741589086 0.045568140092171826 0
69	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.544863537348055e-05 0.00058062567196099865 0 0 0 0 0 0 0 0 0 0 0 0.9526944893632685 0.046679436329380306 0
70	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.645090296553637e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 1.913349141560904e-07 0 0 0 2.8182717786610194e-05 0.00065479873986206446 0 0 0 0 0 0 0 0 0 0 0 0.95424536596748721 0.045071460975508806 0
71	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.0505380741940944e-11 1.8504298960405429e-08 0 0 0 0 0 0 0 0 0 0 0 0 2.2551302424090379e-07 4.2895359190051264e-07 0 0 3.2909564405846976e-05 0.00046105268503488872 0 0 0 0 0 0 0 0 0 0 0 0.95528540997745337 0.044219954711701044 0
72	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1217008625348899e-11 0 1.6003062824747645e-10 1.3882145466849696e-08 0 0 0 0 0 0 0 0 0 0 0 0 4.182601307865056e-07 2.8089146874590648e-07 0 0 3.0698871314548998e-05 0.00046494614331541882 0 0 0 0 0 0 0 0 0 0 0 0.95465843010501328 0.044845211665396637 0
73	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0683151150116172e-22 1.3629117673861312e-18 0 0 0 0 0 0 0 0 0 0 0 0 0 8.3112182493748021e-12 6.9810479728706243e-10 0 1.4996622106287923e-10 6.6561838175590733e-09 0 0 0 0 0 0 0 0 5.2813450952125608e-11 0 0 0 2.1837283672808473e-07 3.3891917117476453e-07 0 0 3.4888017788679772e-05 0.00038957430647729792 0 0 0 0 0 0 0 0 0 0 0 0.95642417979238092 0.043150793026031482 0
74	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.3946481673369169e-22 6.4187252338427175e-20 0 0 0 0 0 0 0 0 0 0 3.1996117328414014e-13 0 1.2193301480200496e-13 1.4416908705217843e-12 3.8258334136380557e-11 7.8558413759749165e-11 2.090142575851393e-10 1.4364475127742301e-08 0 0 0 0 0 0 0 0 5.897015656178963e-11 0 0 0 8.7527040314461286e-08 1.5272926695842691e-07 0 0 2.4865219069394037e-05 0.00046425307849504545 0 0 0 0 0 0 0 0 0 0 0 0.95521079407104847 0.044299832623939571 0
75	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.6926152227287235e-23 2.1840274441669235e-20 0 0 0 0 0 0 0 0 0 0 1.5283391947159491e-14 0 5.6112743639994767e-18 7.7847364529000523e-16 7.0964278131080543e-12 2.8466154687635622e-10 9.1276316230123947e-11 6.4853124311884556e-09 0 0 0 0 0 0 0 0 5.2348405942632182e-14 0 0 0 1.711534920657515e-07 3.8601427160680184e-07 0 0 3.2353155427804646e-05 0.00051749830204095076 0 0 0 0 0 0 0 0 0 0 0 0.9550853792713474 0.044364205235085948 0
