Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
38	0 0 5.5422977940615272e-80 8.3950342133276641e-41 1.5510636288799071e-39 6.1063181160733989e-36 1.9114855130485377e-32 2.5078436720901798e-30 7.6083488713678708e-32 4.7254938612323248e-30 4.4013362194608057e-27 1.6237536868730768e-33 2.0009787831530765e-33 1.3228822227267872e-29 5.5981190466421117e-39 6.4238882659596991e-36 2.2766531626142016e-33 9.3512289932712706e-28 2.4371556692752077e-27 2.4692487138752617e-25 4.5621125390596132e-24 1.4293064705303146e-20 2.7186859450126925e-19 4.7171263769502736e-22 6.1874624366613267e-20 3.8432408691125581e-18 5.1807129834842209e-16 4.4087944184583544e-24 4.1057971438830083e-21 5.0591431324213197e-21 4.7520590986221796e-18 2.1922957718518882e-29 1.4493241604860332e-25 2.3435902600461135e-23 4.2290522738745695e-23 2.5266239998013453e-18 9.1636476154320274e-19 2.6022697564839361e-16 6.7762322531753571e-16 2.3379050250455826e-12 5.6499402445094067e-08 5.0201236570329948e-13 9.3221312955070626e-12 5.8337508888666468e-10 6.2205476850070619e-08 1.1931270618328906e-14 1.587929450412023e-12 1.9297582100132295e-12 3.0508674730394751e-10 5.5169867413787656e-19 5.1689227495995189e-16 1.1815930157793611e-14 5.3422197863523225e-16 3.1853280117158445e-10 2.3485769500170759e-13 3.6606466383591697e-10 1.3349060486462582e-10 9.7431067937924257e-05 0.00035113472765607988 5.9689748507092973e-07 1.6827401845301449e-06 0.00012285683633135624 0.12023565915387248 3.0621034457550083e-08 8.1687861793594028e-07 7.0115069481074058e-07 2.4411809108881661e-05 1.1178294482814659e-11 1.6696389731011429e-09 4.8384759880974339e-09 1.4711609088829874e-11 4.4278476910600425e-07 3.9033646820145243e-06 1.5633882625363085e-07 0.70730180104842233 0.0050595387494612775 0.0015999833700783513 0.16057198028380387 0.00040905309181310393 0.0030570178174053951 0.0011359292701727309 8.6057048897087579e-07 2.3884465778244618e-05
39	0 0 8.4633743073883749e-87 1.6272279498329849e-42 1.8330956534712352e-41 2.7635554283456097e-37 1.8748218572202578e-33 1.4996761347699549e-31 4.2622646696038744e-32 5.7371640759446359e-30 3.2579562024511108e-27 4.5302871377169315e-33 1.2098962162829844e-32 4.8770538378865431e-29 6.7875249767662328e-38 1.0292029169774059e-34 5.2436927229882718e-35 2.8461182666024977e-29 4.5190761494171286e-29 2.2117216468957721e-26 2.4915123355621831e-25 1.6922618253615181e-21 1.9470149755870869e-20 4.8510062396777279e-22 3.8796175618887932e-20 5.2228665992640613e-18 4.2692936710744524e-16 1.8474353284611367e-23 1.0489598031312347e-20 2.8013114491653401e-20 1.6041338541833397e-17 3.4748676520331765e-28 1.4006555208496238e-24 2.9930438333271401e-22 1.2335130222132862e-24 9.8258449918937128e-20 2.1393316901998618e-20 2.9013022020057346e-17 4.6045185787049343e-17 3.5427547100648983e-13 1.6107254503788649e-09 5.2464956561868653e-13 5.9241108069153991e-12 8.1220932376084417e-10 2.912161128554234e-08 4.3931519801816292e-14 3.5416841285024902e-12 9.3950747052751099e-12 9.0875217723372696e-10 7.4405126961445778e-18 4.2392908690818694e-15 1.2847693875120004e-13 1.9335603523130706e-17 9.2861988038271376e-12 6.7602318394348682e-15 5.6443693309858142e-11 1.2533632240497012e-11 3.1662664521977663e-05 2.5455434884976174e-05 5.9141973408709455e-07 9.6939410968558519e-07 0.00018781256267676852 0.099247923188170203 9.6809440731269852e-08 1.3453894116797142e-06 2.9681681531525305e-06 6.4725672433816895e-05 1.1363651446971954e-10 9.9489897498142776e-09 3.9928716993814203e-08 6.9707911929877869e-13 3.3124823088382886e-08 7.3426265099394058e-07 1.9754891470924811e-08 0.58281406834055804 0.0046552552602130938 0.00078988317041759108 0.30261524728393691 0.001146453246687034 0.0040005736737597783 0.0042966556566079398 7.0982443815071915e-06 0.00011034473401098886
40	0 0 1.1257296287088664e-93 3.2891356704622727e-44 3.6870510646731582e-43 2.1292334325364061e-38 1.4958385181862162e-34 1.1905720476610476e-32 3.8367920732255612e-32 5.3480404394711559e-30 3.0219196387402747e-27 1.6909590510716916e-32 4.6765440688902264e-32 1.875834867238188e-28 9.7514482143571243e-37 1.5236722856375856e-33 1.4273641685745142e-36 7.9831932130720155e-31 1.2608216207146573e-30 2.160835675123616e-27 2.4222392135920363e-26 1.7038170649590089e-22 1.9351332746871835e-21 4.5159074515371477e-22 3.5938671954165767e-20 5.0104479413565113e-18 4.0565701335694006e-16 6.1647236451516811e-23 3.4830462481762925e-20 9.6325357464920243e-20 5.4849633388726651e-17 4.2996655622433549e-27 1.7245994657866797e-23 3.7974764491485078e-21 5.7967231830619559e-26 4.7042500618973816e-21 1.0220516668033105e-21 4.2724821491653501e-18 6.7464722636117382e-18 5.3201950129158043e-14 4.1798581857675636e-11 4.6889432197043021e-13 5.2638281882047603e-12 7.5426559172011725e-10 1.6941433879504126e-08 1.2615436165596328e-13 1.0096930673180502e-11 2.7821236928969459e-11 2.6535269772665335e-09 6.523159076715266e-17 3.6967376594399199e-14 1.1569551580610495e-12 1.522059374089688e-18 2.5742702250269346e-13 5.3431826647902159e-16 1.5233219128036149e-11 3.3742229766208037e-12 9.5152147910967345e-06 1.7024543426459867e-06 4.9181843239489104e-07 7.8636407485008578e-07 0.00019788467091164756 0.076744519680517723 2.2625120802816492e-07 2.9105002349874546e-06 7.2669592463227719e-06 0.00015913474080677341 6.9306376850642607e-10 5.9961090193588069e-08 2.5214289665132011e-07 7.8306070945008434e-14 2.3305389331500333e-09 2.5560731680426557e-07 7.4280149611147169e-09 0.44973541315602361 0.003699212424765042 0.00056503767166903626 0.45202670340761208 0.0022175687080223921 0.0057036651727038765 0.0084782554060507335 2.6147262374416527e-05 0.00042295951829781541
41	0 0 1.2247856292478473e-100 7.4989458265803143e-46 8.2881800500233623e-45 1.6700325662638411e-39 1.2529261793104716e-35 9.8321316282386134e-34 2.9631565896043698e-32 4.4108294569049878e-30 2.4573701509961475e-27 4.837490498548334e-32 1.4287337685777744e-31 5.6504980950387358e-28 1.0689749159342989e-35 1.7587000622210373e-32 6.3520291351380439e-38 3.740005870950591e-32 5.8232006186942738e-32 2.658518339493354e-28 2.9383062687408655e-27 2.2063136633290706e-23 2.4600551937602331e-22 3.4601384415432484e-22 2.715019479086445e-20 4.0423451031575333e-18 3.2303128391960723e-16 1.5682585485146831e-22 8.736312746490271e-20 2.5801645256733753e-19 1.4507388177164857e-16 3.4433455078466446e-26 1.361756430664007e-22 3.1579084244158372e-20 5.9964671607720703e-27 5.0296748834907153e-22 1.093108386499716e-22 1.1868569540022823e-18 1.8477644306078565e-18 1.4638747509952206e-14 9.7173089006558291e-13 3.4061936786241628e-13 3.770519742797571e-12 5.7885898877771063e-10 1.0798252339279005e-08 2.6481594790916768e-13 2.0924285793126151e-11 6.1526003987832251e-11 6.030030770935416e-09 3.5655162401093882e-16 1.9952347640239191e-13 6.609051372411846e-12 3.309684631626583e-19 9.7171670953475798e-15 1.1977486150999505e-16 7.9934005961650838e-12 1.7497132020430513e-12 2.599821346605769e-06 1.043677630248467e-07 3.468933251845338e-07 5.4674778680313283e-07 0.0001693447459826183 0.054836073982875266 3.7798503458761846e-07 4.9073564064868265e-06 1.2946485808706012e-05 0.00032547634116919738 2.1884753334499709e-09 1.9885914939967732e-07 8.59955517464007e-07 2.4953822845118297e-14 1.7995331358720461e-10 1.5011831612648809e-07 4.4627605760936876e-09 0.32066355308558481 0.0026261785935465624 0.00038905822742619595 0.59576341423938561 0.0033371997471380653 0.0076807814049673221 0.01309117281895081 5.1286832134199285e-05 0.0010433970476541315
42	0 0 1.1962410993422432e-108 4.771608754007756e-48 3.3481776710172805e-47 1.5337418840282109e-41 4.1296109819064886e-37 2.0573170781621839e-35 3.2103326037904777e-33 1.7150319559514826e-30 6.0661312896238765e-28 3.2964720266977468e-32 3.4941141902983425e-31 8.7733028837221963e-28 4.3442421133512598e-35 1.6284753892200633e-31 5.1540396801611749e-40 6.9135484978161876e-34 6.8335613852307933e-34 1.0592287337925653e-29 7.4324606743987544e-29 2.0019778855147516e-24 1.4103520280856051e-23 6.7330705494270707e-23 3.3541193781899944e-21 1.7922819733021971e-18 9.1087238617534214e-17 1.670522837200192e-22 5.9081609127610132e-20 6.2621909477338906e-19 2.2407880453062461e-16 1.8080071182959908e-25 4.5395122947903999e-22 2.3994193315595601e-19 1.41841538115307e-28 2.6923607590215769e-23 3.7346760353353506e-24 1.1584108275697172e-19 1.1449645227940533e-19 3.1655673839490676e-15 8.4808831551399913e-15 7.7404974626022916e-14 5.4399629361852068e-13 3.0056337478765672e-10 3.4037125427234245e-09 2.6954081785163909e-13 1.3544054722229841e-11 1.4280550214106805e-10 9.526912545615593e-09 1.2867302819082891e-15 4.586517442002852e-13 3.5045670423419021e-11 1.8367335447920059e-20 5.4312157274177754e-16 9.5984665889003041e-18 1.0928620667379739e-12 1.5193353039444019e-13 3.3346231395744125e-07 2.410158524805765e-09 9.5365953122981399e-08 9.5375736035495659e-08 0.00011778441152656978 0.021961376171694569 4.0370462600738887e-07 3.4065673457576127e-06 3.1871042763824071e-05 0.00062217984744910757 5.8572778826387636e-09 3.7129388986879329e-07 3.5404941819120599e-06 1.9460635009688159e-15 1.0465732489244405e-11 2.5216145260824393e-08 4.7853101041778789e-10 0.12815081891785751 0.00087649042954945748 8.2568221654191027e-05 0.80017501012280456 0.0040534769210888097 0.0057420960577282028 0.035835104669030872 0.00013443767190080463 0.0022084918531325767
43	0 0 8.964455630923169e-117 2.9999490611346048e-50 2.0914830436579565e-49 4.6231956199913071e-43 1.2974307525975552e-38 6.421820617120288e-37 4.8241296972838056e-34 2.686126131694635e-31 9.4401740676770467e-29 2.7683816015077326e-32 3.0584317663544932e-31 7.6302129404494473e-28 1.8359758877116604e-34 7.1271912593925613e-31 9.4321041381948318e-42 1.3101938802174048e-35 1.2866430441806077e-35 8.0311277334653809e-31 5.5990789468485579e-30 1.5718662163458131e-25 1.0982625826878144e-24 1.2062983393572374e-23 5.9705573887965452e-22 3.3261063833437211e-19 1.6872226609492435e-17 1.3685588176229021e-22 4.8089803243057864e-20 5.3129096882800136e-19 1.9002507424950347e-16 5.3603029307059102e-25 1.3371944773400037e-21 7.3280398473366961e-19 6.6367051949660889e-30 1.3038187079836799e-24 1.79716308632877e-25 1.2625793295921513e-20 1.2398851377313482e-20 3.6247945180185931e-16 3.7992029677913808e-16 1.7018514559982676e-14 1.1874092501156923e-13 7.0550255272746279e-11 8.1534514797075327e-10 2.3485216633239062e-13 1.1684821016224151e-11 1.2938388028198426e-10 9.5909228766275121e-09 2.8600986738514342e-15 1.0118141287352222e-12 8.2865668888730476e-11 1.2394881229758837e-21 3.6606370228195432e-17 6.6640329908331786e-19 1.5020899391197124e-13 2.0752070815423e-14 3.5344106262507305e-08 1.1529601468872956e-10 2.5760742523166792e-08 2.5297754285829581e-08 5.3849871321574407e-05 0.0073382837996696371 3.9703546646097087e-07 3.0810546840790849e-06 3.5082875303962307e-05 0.0008860327725064448 1.2823353213767829e-08 7.587992432666907e-07 8.6297575163687765e-06 1.6471646152727476e-16 7.9012436540405984e-13 4.2822258885855932e-09 8.1264502576990363e-11 0.042743886294122208 0.00027336037279850772 2.6364740904454274e-05 0.88350796819887012 0.0044315980917077353 0.0049151411250675566 0.051013111218461048 0.00031468974072846511 0.0044476498437841083
44	0 0 5.3049527686678631e-125 4.5645950525630055e-52 3.0790301912706157e-51 2.7349590149022737e-44 8.4036724446179978e-40 4.0244334267161359e-38 7.0540968091423884e-35 4.3005637676111289e-32 1.4623122105223722e-29 1.9368953865941462e-32 2.3429098841415811e-31 5.6554585032432423e-28 4.8642180569154375e-34 2.0003895738617206e-30 4.1643315830995526e-43 6.127758245780167e-37 5.8223165204684028e-37 7.271494359255804e-32 4.9049573941454502e-31 1.5075259989782509e-26 1.018457716386508e-25 2.2650487629222307e-24 1.0846975640230985e-22 6.6156608476461157e-20 3.2345701276899516e-18 1.0655864141701441e-22 3.6228364852270224e-20 4.382330937634189e-19 1.5158323199929916e-16 1.1137761911217173e-24 2.6883087277495173e-21 1.5620007337442263e-18 5.3797210048306004e-31 1.1172016425581499e-25 1.4927351763481265e-26 1.7141863268179651e-21 1.6287421151736918e-21 5.1502015386031204e-17 4.9001461936416461e-17 3.9759456277501713e-15 2.6836465964799579e-14 1.7315210523888164e-11 1.8560743984699001e-10 2.0884626948912085e-13 1.0047276933292978e-11 1.2181709081776149e-10 8.8135287933122554e-09 5.845088342148749e-15 2.0009976250739635e-12 1.7467226747453043e-10 1.3469907376745488e-22 4.0722760400873586e-18 7.4184655703965939e-20 3.0803528728915669e-14 4.1197851020671058e-15 3.3918634110808575e-09 1.8365902275992841e-11 7.0660194534210658e-09 6.7120448341975468e-09 2.0993246547549568e-05 0.0021998322936793834 3.9058427048173646e-07 2.882635357676781e-06 3.6731754971257614e-05 0.0011158943896906349 2.585196335318081e-08 1.4729507330710104e-06 1.8409937581993606e-05 2.2637536595669782e-17 1.0284916309664178e-13 1.1436678863298711e-09 2.1258240603184004e-11 0.012791870175876359 8.2168686683309651e-05 7.9432205438438736e-06 0.9059807840523153 0.004531489393991465 0.0044503178018760374 0.061030850074587542 0.00045336925367771969 0.0072745460170618058
45	0 0 2.6602942137622318e-133 1.8612244356309086e-53 1.1702651993715777e-52 2.1230381177629582e-45 7.3402389721988247e-41 3.276556440774913e-39 1.2041506908526687e-35 8.2603593580574231e-33 2.6180356856812415e-30 1.4543369651394253e-32 1.9794686044186954e-31 4.4538177764384518e-28 1.0338849844447709e-33 4.4594784102435341e-30 2.9998789458990072e-44 4.6298185417807395e-38 4.1004547102921492e-38 9.1121310101265164e-33 5.7293514960793493e-32 1.9812318498833734e-27 1.2470012066899271e-26 5.1030842108060423e-25 2.2779136984310458e-23 1.5631811223708733e-20 7.0977034762250408e-19 9.6932875569431237e-23 3.0718707922747094e-20 4.181134792487386e-19 1.3456967268663739e-16 2.4696062326889718e-24 5.5562603198436e-21 3.3864981687490625e-18 5.8945380247169145e-32 1.2830566378774244e-26 1.5988705999808055e-27 3.3023034242508785e-22 2.9247259846736041e-22 1.0307036100355523e-17 9.1201682036911615e-18 1.0408662145981783e-15 6.5479320541585721e-15 4.726268128171225e-12 4.4210498775692282e-11 2.0777496839954373e-13 9.3118798680200901e-12 1.2707405277296564e-10 8.3792076303922834e-09 1.2575455222752621e-14 4.0124676104407751e-12 3.6874848471303612e-10 2.2351355861944552e-23 6.980802781014154e-19 1.2031345462675313e-20 7.2695368293909142e-15 9.0640566881027811e-16 3.2344791820467313e-10 4.106538105710023e-12 2.0461618531995971e-09 1.811021614685608e-09 7.7649280227666827e-06 0.00060785820092829545 3.9634210006047176e-07 2.7066630910774835e-06 3.9287906211909676e-05 0.0013234387863389626 3.8482605492322519e-08 2.1684555795983898e-06 2.996371566251135e-05 4.9056311078609113e-18 2.2262360569459905e-14 3.023127488050459e-10 5.2462312557760773e-12 0.0035285154549956417 2.583189908469191e-05 2.4251357298364228e-06 0.90527648335601851 0.0046010654731654154 0.0040526024056911653 0.069460120101182479 0.00058119613441989858 0.010458123129325723
46	0 0 8.2893586402800187e-143 2.0382998073897211e-55 5.26328886506771e-55 1.6519663818339525e-47 3.3934633031724596e-42 6.2208904645772739e-41 4.1046441935832644e-37 1.672950804366665e-33 2.1774678365232825e-31 4.8790103625443166e-33 3.9455258380781083e-31 3.6457430606163233e-28 2.0607770981224545e-33 2.1688828763712602e-29 2.1045497198490569e-46 7.9252119455348821e-40 2.882586953442084e-40 2.6701833466918329e-34 6.8949355303714557e-34 1.4165264929695973e-28 3.6600944771539351e-28 4.9269748214792067e-26 9.0320873072806383e-25 3.6824335066271294e-21 6.8477441693740019e-20 8.6689513025726114e-23 1.1282367986388653e-20 9.1239317676806354e-19 1.2039750486365244e-16 1.1641691369155737e-23 1.0756571650843138e-20 1.599730668066854e-17 6.538824283548247e-34 3.4712817658385811e-28 1.777174940407797e-29 1.198971977466028e-23 4.3609466756796757e-24 9.1024819731718816e-19 3.3047483342427133e-19 1.1162044891305819e-16 2.8834900293593186e-16 1.2329550675351629e-12 4.4416846604150161e-12 1.8972018097208698e-13 3.4906654454351799e-12 2.8317343810770124e-10 7.5085298327283839e-09 4.1002554329680064e-14 5.3855797413305935e-12 1.2428282229846811e-09 3.0584911080065579e-25 2.3207157663066521e-20 1.6495800645567223e-22 2.9647791129142286e-16 1.5182334138154623e-17 1.342347215455034e-11 1.6647679781093303e-13 2.5326820808036798e-10 9.2000004846912458e-11 2.5518264286638545e-06 6.222418849837978e-05 3.6150565018157735e-07 1.00708426882341e-06 8.8165610621562408e-05 0.0013838537749240255 1.0706263305218089e-07 2.5608139123142587e-06 9.0906535670887123e-05 7.5379010568909778e-20 8.2959687671505469e-16 1.3984278639330153e-11 9.9828614345636414e-14 0.00036043777795051924 3.7454263687299363e-06 1.5368513718104758e-07 0.81568135006296172 0.0041768883689785388 0.0014632121513855245 0.16249959863360075 0.0014767802978748264 0.01270608577087751
47	0 0 2.4456729482368839e-152 1.3823708177287917e-57 3.5214414055480878e-57 4.5931614376683902e-49 9.6587490896477596e-44 1.7467707286215605e-42 3.8036676586874777e-38 1.5870022999191394e-34 2.0377293051381715e-32 4.2373096444261115e-33 3.5077655804513617e-31 3.1975331426899246e-28 9.544780619709252e-33 1.0144841589411019e-28 2.3072843220839718e-48 8.7746229058069938e-42 3.1485012107214985e-42 9.3602122980456175e-36 2.3844136471936335e-35 5.0152624421695305e-30 1.2780641663798841e-29 5.1312511410712936e-27 9.2797629654595396e-26 3.8745405725920389e-22 7.0947668429295253e-21 7.7773823062609712e-23 9.98545371273575e-21 8.2670220855267504e-19 1.0758315722768154e-16 3.7733638866938614e-23 3.4394286114161978e-20 5.1733500696013557e-17 9.1777639010437453e-36 4.9237638951451478e-30 2.4850603387176617e-31 4.8615799668146435e-25 1.7444368127019642e-25 3.7915603150914661e-20 1.3323212395778678e-20 1.3514677956479281e-17 3.443097185260659e-17 1.585214228980368e-13 5.0253700569140781e-13 1.6970466899300919e-13 3.0735408230890717e-12 2.5834145088648911e-10 6.6545714709092082e-09 1.1311560757635082e-13 1.458743112932063e-11 3.4908749448122602e-09 4.8395633747545472e-27 3.7644499937435312e-22 2.6003530505714767e-24 1.4216125739311336e-17 7.1822238998121471e-19 5.6401859451864804e-13 7.8923029846655667e-15 4.0686358223547268e-11 1.4520783640117436e-11 7.6057967460725521e-07 6.1479587258902032e-06 3.2097029693133492e-07 8.3749944325303269e-07 9.7155266099875886e-05 0.001385179685888857 2.6758641641638445e-07 5.5125107872578025e-06 0.00024314665463513388 1.3530652533935184e-21 1.5670183620042156e-17 8.4332185169980935e-13 5.9559249538537526e-15 3.5488176860932017e-05 7.6515525753265096e-07 3.3088050353794043e-08 0.71635115130693605 0.0036963740561429268 0.0010591640984803329 0.25499766002400293 0.0034560772658433245 0.018663947637436319
48	0 0 6.1556025302586578e-162 1.4558787742757629e-59 3.6617131130682368e-59 1.3558160934719472e-50 3.0169799054746056e-45 5.3870405534376115e-44 3.4227671116456718e-39 1.5111751236762369e-35 1.9157683856951353e-33 3.3788574398652912e-33 2.9598704906396489e-31 2.6639101225566874e-28 2.8286067439279384e-32 3.1410976358807717e-28 4.7638261216212874e-50 1.8928058341258417e-43 6.7057363404077423e-44 3.6317081933248417e-37 9.1341900210728654e-37 2.0329317526883395e-31 5.1145522204314099e-31 5.5255416232589296e-28 9.8662378941459261e-27 4.358698375555411e-23 7.8660311237247234e-22 6.3607420982385574e-23 8.0631603318760974e-21 7.063983851853165e-19 9.0761438779144189e-17 9.7905949387582809e-23 8.8111279326030983e-20 1.3857725539068679e-16 3.007824700503256e-37 1.6843225107991731e-31 8.4007894989354707e-33 3.5488060809774095e-26 1.2572560516711033e-26 2.8447382357653014e-21 9.9700508822807154e-22 2.0792420407589465e-18 5.2299466118600209e-18 2.489337846836343e-14 7.2465857326618367e-14 1.399246651075396e-13 2.5020549087497786e-12 2.2264786023610705e-10 5.6566944893688655e-09 2.6961364276412868e-13 3.4341986354086446e-11 8.7154400558491209e-09 1.9775678163041459e-28 1.5755530667547139e-23 1.0959324952362357e-25 1.8362754020452983e-18 9.16224031454137e-20 3.6546786055275639e-14 1.0286906187575169e-15 1.2524048063811916e-11 4.4254616391706097e-12 2.1941906462941939e-07 5.7939106905849336e-07 2.6803565830253543e-07 6.8894088292080819e-07 9.1248201180510406e-05 0.0013298183304498684 5.8981824079190163e-07 1.1910163726719958e-05 0.00059307773532351574 7.1035957974949304e-23 8.1120323529392647e-19 1.6340695317244347e-13 1.1460353199767872e-15 3.3048046375808498e-06 3.7518880073552736e-07 1.7676324715661221e-08 0.61203364676861727 0.003139619528792078 0.00086672344154972909 0.34878527198973003 0.0057326683773258839 0.027409957539341563
49	0 0 3.6027499481905252e-171 1.2629194566042305e-60 1.8834550386538055e-60 1.8612865897467687e-51 5.1425376591300089e-46 5.4447192234326737e-45 1.4454467160027758e-39 7.9237746948642395e-36 5.9562979900320973e-34 1.2075673785717866e-32 1.3134296973527506e-30 7.0093036079218836e-28 3.5736863941564099e-31 2.9217352534689032e-27 6.1648021158791866e-51 1.8033559617689589e-44 3.7882879979114448e-45 1.1157193835334333e-37 1.6639281890177104e-37 4.5977014226561422e-32 6.8577881266536562e-32 3.7265032214984474e-28 3.9454686321788646e-27 2.1638333723215937e-23 2.3085756231814683e-22 2.5537120741673955e-22 1.919507706833832e-20 2.087991005569221e-18 1.5912378808737885e-16 1.2661529226212793e-21 6.7566274309647376e-19 7.828852382252344e-16 4.9820245790601317e-38 2.0533638336550108e-32 6.0743618059130052e-34 1.3356723589476265e-26 2.8058350083680948e-27 7.819602719803931e-22 1.6334639330270283e-22 2.0613287749211858e-18 3.0742656535948781e-18 1.7454588062377521e-14 2.7748788062355945e-14 3.7595646467686828e-13 3.986064892773657e-12 4.4066886627716464e-10 6.6715855298398031e-09 2.1292112909408976e-12 1.6086655743183166e-10 3.0591828183923641e-08 3.8716954188823096e-29 2.2549665889142604e-24 9.3662599122773798e-27 9.3886740821705475e-19 2.7779418732790819e-20 8.9948721062868252e-15 2.2820651532598716e-16 1.5829207885384833e-11 3.3211996334981497e-12 9.9192480927326655e-08 4.8751907893616039e-08 4.8486035626991529e-07 7.3829581111050724e-07 0.00012609907874587642 0.0011699085266002939 2.2951034198691355e-06 2.8478479163679428e-05 0.001227222866583849 1.387542501611138e-23 1.1430347774167012e-19 9.8601555414430735e-14 4.1063508835690943e-16 2.5638996456624482e-07 3.6570432731298664e-07 1.0439187255269247e-08 0.48523404054246583 0.0038085753339957874 0.00062380897117113407 0.45867167514927387 0.012812986644335682 0.036292867779464888
50	0 0 8.9788480160795901e-182 5.6519528402985204e-63 1.0518556071849127e-62 1.3482069733338959e-53 7.8567840530998308e-48 1.0380540855551052e-46 3.3264814256265787e-41 3.8462643385316114e-37 3.60782114284577e-35 2.402605636290982e-33 5.5119085448123525e-31 3.6705852006947931e-28 3.326308429385168e-31 7.15788570695447e-27 2.5792488595078978e-53 1.9858981479643852e-46 5.2059117487219439e-47 1.4523878503618751e-39 2.7029636408922318e-39 1.5752639198832492e-33 2.9317245883134035e-33 1.8407517211471798e-29 2.4320366484544031e-28 2.81268651490087e-24 3.7242411261179784e-23 4.9383825949857823e-23 4.6321241307408766e-21 1.0627917956470806e-18 1.0058626530562583e-16 1.0451855067893364e-21 6.9600892533615712e-19 2.1189552573870214e-15 4.7254263378373476e-40 5.1256676931753543e-34 1.892395515780023e-35 4.6911689580506967e-28 1.2297626665787431e-28 7.1966876457805972e-23 1.880318247367945e-23 2.441437307162654e-19 4.5436692984015062e-19 5.3534249486934633e-15 1.0072643861026641e-14 8.8731253728894778e-14 1.1737259921841576e-12 2.7419138272384419e-10 4.608134290817887e-09 1.569320249925497e-12 1.4810718467101778e-10 7.2959390740007605e-08 9.0566141489812959e-31 1.3858276264234108e-25 7.1962030315095333e-28 7.8418005112512268e-20 2.895479932961244e-21 1.7831827879935163e-15 6.2395990942610951e-17 2.6742274497612661e-12 6.9976927955967312e-13 2.3775269896104414e-08 4.1412815186220773e-09 1.4045533202003586e-07 2.6409393771355074e-07 0.00010048938592532194 0.0008295185441228799 1.7624487039964578e-06 2.7426901503336067e-05 0.0029583011864454762 6.9535464564803322e-25 1.5007891617959578e-20 1.1828543270379118e-14 6.1471353715352212e-17 1.0665769555970295e-08 7.8369598591976547e-08 2.7540688508303374e-09 0.29871112925566912 0.0015283593727902268 0.00026861004399834833 0.64611142378243003 0.01223665190556757 0.037225724921524775
