Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
24	0 0 1.5549892437309479e-13 2.0413477463011624e-18 5.2361010776715615e-16 4.6665416726454103e-17 2.1982501072810168e-16 2.7915570765129994e-13 2.374413428514421e-19 2.217392368071729e-20 1.148386609698058e-16 3.5064434399310471e-25 6.499584148430291e-28 2.2827521868330036e-23 4.3052607456660715e-34 3.9359414582179975e-33 5.4535194064661358e-14 5.6180313024523429e-10 4.4606170028892725e-05 2.9925445156463178e-11 3.0137627098647754e-09 1.4131470828486101e-08 0.063850875920681824 7.154307879481084e-14 5.3339850001010857e-11 4.6474621714324138e-12 1.4793240050306651e-08 2.1516213514821553e-19 1.08918467118227e-15 1.9670513163669092e-18 9.9451762690137506e-15 9.3096612564373894e-28 3.2648203702799573e-23 4.1967802908321632e-23 5.5982903836833438e-08 0.021967275866846062 0.00069142853684469945 1.9537863940513259e-05 0.00044895448501102619 0.0018041137606338146 0.84904686125852791 1.3063153569888811e-07 9.3994978955025518e-05 1.1936940882857028e-06 0.00030268458308636668 3.8412824780242444e-12 3.5583759358248865e-09 4.9439823319597985e-12 3.5548626446016347e-09 1.6076307395710592e-19 8.0027888690077708e-16 1.4377775231956959e-16 4.5282352596108465e-06 0.0038574981315468051 7.7845838468865896e-05 0.0021148432992932594 0.0039940008978201899 0.016793735099339464 0.033516665805673369 9.0434024561190896e-06 0.00035582763891080249 1.0640113090613715e-05 0.0001613959754113407 2.1633654265988704e-10 2.6281967618537838e-08 3.9103786230850316e-11 3.8397136008360932e-09 7.3472438530615036e-18 5.1375654342964635e-15 1.3035147379510785e-16 7.3211120897658531e-07 6.1063418170346604e-06 0.0004634520345949487 6.366190902884143e-05 0.00029546787021229745 8.8530283586581858e-07 1.7467219420911891e-06 1.3933720945606897e-07 7.4190901148083668e-12 1.0527565718684387e-10 1.8878322671613963e-13 1.9180208233634618e-19 1.8778054814600085e-17
25	0 0 3.1873800122876687e-16 5.7163067958829832e-20 6.9565762133377773e-18 1.5383427511413437e-18 1.0666774430147345e-17 9.275270057565388e-15 9.524647584994596e-21 1.3098409746101703e-21 7.0202089551064536e-18 1.144982114903817e-26 3.1250038917146173e-29 1.1538864175263755e-24 7.3449593426235592e-36 1.040849120345904e-34 3.0324923420334216e-15 1.8346451283718051e-11 3.4241178973251149e-06 2.4380477047077231e-12 2.5722150500694175e-10 1.7680555985154282e-09 0.012650888286866295 6.5666294478526978e-15 5.0832976888958231e-12 6.6103205507958127e-13 1.5486609965441534e-09 1.9718962066528713e-20 1.0445526839608333e-16 2.7943487878644891e-19 1.4872198128017156e-15 6.3718378152992857e-29 2.351388678924424e-24 4.6882674673427998e-24 6.9201567984829669e-09 0.0043572145236740883 0.00028987885191653572 3.0227982704534489e-06 7.6814942654450591e-05 0.0004236668499176057 0.89158349196969067 2.2115148779956174e-08 2.0874984407849707e-05 3.1423344932532835e-07 0.0001469233352162629 7.3768277575018348e-13 7.954437258670124e-10 1.4718534633072552e-12 1.1452875983012284e-09 3.9359174717279029e-20 2.0726393827919523e-16 5.7465491515986997e-17 2.7452163807513865e-06 0.0042726078266027093 9.2849735078992187e-05 0.0014792851914043855 0.003783786950709351 0.021406186273085392 0.056729160903210986 8.3717573072506331e-06 0.00048387189881778856 1.5617431636795127e-05 0.00026913315712890262 2.4694010464688955e-10 3.5337744450457501e-08 6.9212081559087e-11 7.1834098309365579e-09 1.1657727234690775e-17 8.6238601505145089e-15 3.375977649894773e-16 1.0146918156980272e-06 1.4920056581593495e-05 0.0008767964297493109 0.00013211714389946267 0.00086678282430652459 2.2809282743908175e-06 5.3300083874993113e-06 5.4875052178551847e-07 3.1354111765187447e-11 4.8250064140984674e-10 1.2360658459733787e-12 1.3946060250275941e-18 1.4390536923264616e-16
26	0 0 3.0701419581837068e-19 1.3865632287574588e-21 1.6037818679171198e-19 4.5786680834871363e-20 4.5318435501590036e-19 3.8423155555673242e-16 3.8096127709156496e-22 7.4798374347247309e-23 4.270334139176391e-19 5.2899940595772941e-28 2.0610534945191524e-30 8.1856000692439908e-26 2.7490197343478106e-37 5.9856369461085379e-36 1.3478737847353492e-16 1.1045292810394665e-12 1.5885846667353786e-07 1.6463396858182818e-13 1.8498888587132565e-11 1.8292708622593636e-10 0.0018097804787412068 5.6497437297807543e-16 4.597847441529035e-13 8.7380873725037315e-14 1.6497119626642225e-10 2.024399120352335e-21 1.144719750781064e-17 4.4078528864220865e-20 2.5196653937789548e-16 7.1060630969060432e-30 2.8209320773784523e-25 8.6476236333035258e-25 5.3946173729761729e-10 0.00062390175161305202 9.2510072533859094e-05 3.5358736020212476e-07 8.9452761937385154e-06 7.9595199772952385e-05 0.86607297405619765 3.5227634581515761e-09 3.3736664800808636e-06 7.72766440045554e-08 7.0369838525359896e-05 1.5567950402383681e-13 1.7192157569143169e-10 4.7733766277750115e-13 4.0522571909892953e-10 1.1217531183577222e-20 6.3472031594090998e-17 2.7093010316890782e-17 1.3872916930157269e-06 0.0043411300479814698 8.8270344480768164e-05 0.0010161621115743276 0.0029606160987380374 0.026541433858724216 0.091142950224231495 8.9162706710708252e-06 0.00060070020551378548 2.6153458885365733e-05 0.00051056762040440566 3.7316762941125539e-10 5.6166506050201814e-08 1.6082262882700469e-10 1.8006238652227607e-08 2.5404418350813089e-17 2.021856395577537e-14 1.2168867155736825e-15 1.2068702631034711e-06 3.3160930415703291e-05 0.0014677843746205628 0.00023088372411374786 0.0022411561835150042 6.3251683553623324e-06 1.6741874735117637e-05 2.3306896285209871e-06 1.6142401096311782e-10 2.7027504818366554e-09 9.7741078120177196e-12 1.4452964338363021e-17 1.6059571255475165e-15
27	0 0 4.8771447528860882e-23 1.9678268805931772e-23 1.151817453661527e-21 3.617235532103552e-22 2.6683123871850755e-20 1.1358047906977254e-17 1.0459262435888695e-23 1.5306563368886027e-23 4.4842254995041637e-20 4.6044069750592111e-29 1.3370334954825494e-30 2.7409754977431076e-26 6.3166429322401821e-38 5.2926763068664139e-36 1.2259097774793984e-18 3.8229180584426492e-14 1.7134999255736095e-09 6.1506788342137386e-15 3.5503251219467048e-13 2.6262505238371852e-11 0.00016431204736061097 7.6435593930656513e-17 3.1679792250603411e-14 4.548940898057087e-14 3.623997915624253e-11 8.3740834394193584e-22 2.4343863099892924e-18 7.0165785438318808e-20 2.0698487829452791e-16 8.0099040667357317e-30 1.6415126387214683e-25 1.9368604627058759e-24 1.1194886297971319e-11 5.6691157835452373e-05 9.5935849498601351e-06 2.9421284614387279e-08 3.2990996035986468e-07 2.578922833082308e-05 0.75205307048870729 8.8547134180571916e-10 3.5666876385690939e-07 7.5114341131601444e-08 7.6668284615788137e-05 1.289764526673085e-13 7.091248409192757e-11 1.5219450753889762e-12 6.8816599992679946e-10 3.3326633466972603e-20 9.730101055710294e-17 1.5997158210535946e-16 2.3452240908747538e-07 0.0038995222420432586 3.3158141514170008e-05 0.00058879160448522302 0.00086932374947549618 0.068929191704845572 0.15384179730025874 1.8923587116059188e-05 0.00066637951996710034 0.00021651134651136831 0.0024177030373431839 2.9549389657328539e-09 2.2660791944181785e-07 4.9019780195471252e-09 2.8476675083976714e-07 7.6223085461131483e-16 3.1326535682908881e-13 7.2550487810279222e-14 5.3708626847383909e-07 7.3352538541255629e-05 0.0021611591217285476 0.00017396591198826712 0.01357479959989339 3.8245328729308345e-05 5.5623697980012809e-05 5.329554389304752e-05 4.5519900130083963e-09 4.0231396252928e-08 1.0595024999524812e-09 2.0799011739093713e-15 1.1944082988550406e-13
28	0 0 7.2097388013300362e-27 1.617706536236919e-25 9.7027560751088942e-24 1.2319618819733126e-23 8.932515858370489e-22 3.8777240160574268e-19 1.2782378962295863e-24 1.8387059365995375e-24 5.5274464127940637e-21 1.6758336307831857e-29 4.7830042273310703e-31 1.0094262860706381e-26 5.7211829960297674e-38 4.8510411361144666e-36 2.3134293080464928e-20 7.4902181808967191e-16 1.7558567136393613e-11 4.6253504379146443e-16 2.7315199423078792e-14 2.0146583910579293e-12 1.4048145518791126e-05 1.6850366879842399e-17 7.0902318701792171e-15 1.0153949747840362e-14 7.8869907708624912e-12 5.3394565902255773e-22 1.5897752289125165e-18 4.5273825862764781e-20 1.3794339995067086e-16 1.3202299430442779e-29 2.7848485502289316e-25 3.3263488368990715e-24 5.5951186408993441e-13 4.8492533604810856e-06 9.6203743433682171e-07 6.3018300017205079e-09 5.5400640813156803e-08 6.3636695160003427e-06 0.62763318927515566 4.0781439684579336e-10 5.4456238041731974e-08 3.5720070222763737e-08 7.7249387038629341e-05 1.1757230036501461e-13 5.6314080717541022e-11 1.4044388574519409e-12 6.9925871992687941e-10 9.5561386448353988e-20 2.8551266090213141e-16 4.7820944769323891e-16 6.2452644600725668e-08 0.0032903692984485836 1.0513194317358442e-05 0.00045698348117067242 0.00056249757641246509 0.1021044620400722 0.21683962725657291 4.5402562419499465e-05 0.00091727963859949686 0.00055472117891022799 0.0075748731138384918 2.2638780907161935e-08 1.5538394383146204e-06 3.8021834560646636e-08 2.30366941513725e-06 2.1318158572783539e-14 8.971611923911036e-12 2.1143291682170716e-12 3.1333778265380432e-07 0.00010617801583269197 0.0032428145384503196 0.00026101790824852061 0.035500956743277183 0.00021327152219666271 0.00026936319364841848 0.00030757471710864365 9.8246009337146904e-08 8.6383927460578309e-07 2.3111725161482491e-08 2.1115517524493091e-13 1.247252726722572e-11
29	0 0 3.0162749187866901e-31 6.5929778558164069e-28 5.1327814669305423e-26 1.7092763635764328e-25 1.6978149985215031e-23 9.4689395186044175e-21 6.0834330950799922e-26 1.1988729809809282e-25 4.6986156423908212e-22 2.6615326836744163e-30 1.0406958463021131e-31 2.8775446254222205e-27 2.4774111645551076e-38 3.7714523952335612e-36 2.1685957936013107e-22 1.2118478237732695e-17 7.8210251742371086e-14 2.1394181000105308e-17 1.6537558436989793e-15 1.652803777334254e-13 6.1028660782497263e-07 1.9145083757750917e-18 1.0528080646171561e-15 2.0702027471075183e-15 1.6061537849249281e-12 1.156493673186302e-22 4.5114842829426883e-19 1.7605781897193002e-20 7.0141864649281983e-17 6.2214150572324797e-30 1.7198793832329587e-25 3.6883920913684522e-24 3.2893309857293468e-14 2.1091152619056426e-07 6.4440205667402818e-08 1.2218385723038891e-09 1.3512999517437521e-08 1.6981225653275107e-06 0.40824296848022956 1.8271337982941465e-10 1.646197746131666e-08 2.8193969961462954e-08 7.128457872606874e-05 3.9887352849292331e-14 2.5233500490386023e-11 8.5548635360516909e-13 5.9020939167526381e-10 4.7528285087806763e-20 1.8834757080875039e-16 5.6117141751662302e-16 1.6988827892360015e-08 0.0021582006610511117 5.3753193772733285e-06 0.00019278965265718599 0.00030250653251271623 0.11771090810932311 0.33779790058364118 4.1082277861604437e-05 0.0010141018010649599 0.00091897256002150399 0.023250164185966832 4.055719747869493e-08 4.5033480599499827e-06 1.2188964384086728e-07 1.0244490689798412e-05 1.3473181973838133e-13 7.5439641110442589e-11 3.1455412218698852e-11 2.4751163438167741e-07 0.00018015224192139532 0.0036917738387629378 0.000378309068277345 0.1009455584125903 0.00062273825777762158 0.0010313901714249169 0.0014169459370785898 6.1918956472554056e-07 8.1824201674817879e-06 2.5641928595027712e-07 5.7576354733395124e-12 4.4924493749641326e-10
30	0 0 1.1124864551106107e-35 5.5178290838434966e-30 4.2282348554234345e-28 7.0905907543157766e-27 6.9772271899113338e-25 3.812811944870776e-22 6.1696498788443409e-27 1.2045327133407745e-26 4.6545551591263748e-23 5.1095890353489691e-31 1.9792912767295737e-32 5.405644484048816e-28 1.0129869347091958e-38 1.5088053300749369e-36 1.144979754166573e-23 6.1455078673723103e-19 3.0796095993151026e-16 3.7027525979163585e-18 2.8254287178465696e-16 2.7877324478024366e-14 2.2870203592499445e-08 7.5904397910270268e-19 4.1148042630627828e-16 8.0281639923562865e-16 5.1713317760261894e-13 3.3596209183441915e-23 1.294004831754924e-19 5.0040394657918418e-21 1.993503942819547e-17 2.5326128612971051e-30 6.9149625109414295e-26 1.4514230577545039e-24 7.5000069199060245e-15 7.9593701431635491e-09 3.7401937652829845e-09 4.3570352259612349e-10 4.7294705346924181e-09 5.4740272448467318e-07 0.22514795508135607 1.3180209359750806e-10 1.0665171174293071e-08 1.9897071672602942e-08 5.5339650268656047e-05 4.0839308699418718e-14 2.3411802357560345e-11 8.5696753145842147e-13 5.5001855469202577e-10 2.8560878591765911e-20 1.1168218104997098e-16 3.2675858540382284e-16 7.8441854047831224e-09 0.0011984571680721584 2.3858102113414927e-06 0.00010472492506088673 0.0001647425706381092 0.10343224796326868 0.40819189355324886 4.0199913387774594e-05 0.00096860448515056542 0.00093307823876163291 0.044995044004009513 5.747241700840138e-08 7.7554215537218102e-06 1.6914061507918379e-07 1.596166383655134e-05 3.6739226026146883e-13 2.09955440280676e-10 8.308038937965138e-11 2.8686436262677988e-07 0.00024660710118866734 0.0041302206066663877 0.00049100373370886802 0.20200674364553353 0.0015212241968826715 0.0027698579689400529 0.0035335705280076951 2.4197450661718072e-06 3.7845926839390319e-05 9.7181376631816201e-07 5.342258982319968e-11 4.2095779077865667e-09
31	0 0 2.8300445340677829e-40 1.3809277059150629e-31 1.533682881081618e-29 7.0768875098528104e-28 4.706858716557678e-26 3.7163587418964134e-23 1.1596932172441426e-27 1.5303673506164437e-27 8.5710535829710203e-24 5.7817963293355728e-32 1.5138414729662165e-33 6.0136433023706685e-29 1.3098785982513797e-39 1.9184503266197452e-37 1.4874400652176591e-24 7.8073481236360777e-20 2.197617496729045e-18 6.2600710886376195e-19 6.9484432821300705e-17 4.6273190230937955e-15 5.8171987540806442e-10 2.1327617459538036e-19 1.6812768911710234e-16 2.2178547687242856e-16 1.8952385421294053e-13 1.0685236407070616e-23 5.9799507140054842e-20 1.5649558307397608e-21 8.8443306077679536e-18 3.4384615539769119e-31 1.3657131968317271e-26 2.8184229720152251e-25 2.1322572887288545e-15 2.1801183748483333e-10 2.4396359246722057e-10 1.3363463477959028e-10 2.1027816983246501e-09 1.5452033359852523e-07 0.10072227124583719 5.8515751978107488e-11 6.7620526867120646e-09 8.6560598956361135e-09 2.8826328639047407e-05 1.7614859488823254e-14 1.4547839216849133e-11 3.6345123789494425e-13 3.3024433465098873e-10 1.1127823612962326e-20 6.2752334268514669e-17 1.8146305911717793e-16 3.5220927341819846e-09 0.00053976689087293413 1.4589281200832458e-06 3.9530428411189847e-05 9.0407140118036928e-05 0.05750064742645674 0.46466594441833048 1.9987343638420488e-05 0.00072778776645364223 0.00046315479094444293 0.062273515763043415 2.6875486383302172e-08 6.8603801443549606e-06 7.7641713969797025e-08 1.1745541286185943e-05 1.9220912992599459e-13 1.6818980953817283e-10 6.2345508579337114e-11 3.6220223290230486e-07 0.00032423860739920035 0.0039082102648874406 0.00070727133549459335 0.29481360776273058 0.0021601621666902564 0.0061418224819363267 0.0047505245283158146 3.3698854795268842e-06 9.6928891507593609e-05 1.3045389611717427e-06 9.1318325437726413e-11 1.0958285871972005e-08
32	0 0 5.9162608696510517e-45 1.4842740864601827e-32 1.6362545805988961e-30 9.6782803169344557e-29 6.7362366153081782e-27 5.2772715364191879e-24 2.6964044422052064e-28 3.7236505859191197e-28 2.0701884141337925e-24 1.5563064777058956e-32 4.2642689040176138e-34 1.6818922952362813e-29 1.5347991877397179e-40 2.3360957622663961e-38 3.4039664679810656e-25 1.8551795674316926e-20 2.936444612742611e-19 1.5888177731432621e-19 1.7513067329310813e-17 1.2197457074463436e-15 1.2759877448933599e-11 8.0143401672109835e-20 6.2738790014004197e-17 8.6607768049841153e-17 7.2500855832666034e-14 3.9633516891921252e-24 2.2028330738476917e-20 6.0325370858789482e-22 3.386964466031405e-18 1.1518584894413734e-31 4.5430218378976948e-27 9.741795965562663e-26 7.8384862447365993e-16 1.0744512204005089e-11 2.472833106636053e-11 4.2391491750311833e-11 6.6335967718993541e-10 4.964541012768265e-08 0.039094072128108975 2.4873529319724208e-11 2.8870023626386257e-09 3.8193003752622902e-09 1.3304714951983011e-05 7.1166182562516189e-15 5.9318223739988144e-12 1.5260004068670525e-13 1.4333477423530201e-10 4.5449426235250992e-21 2.5501813141480739e-17 7.6546768030423758e-17 1.6151560303082577e-09 0.00021123505547116506 7.0892717939549421e-07 1.526505992032157e-05 3.5797079880525361e-05 0.027900169648007789 0.45909533495930993 9.8546835924920631e-06 0.0004277140059776164 0.0002341655449167078 0.073245067324223589 1.1971042902165447e-08 4.3745365479224874e-06 3.5951653341553061e-08 6.0945305233688851e-06 8.0738059021062391e-14 7.536179840472725e-11 2.712846962224033e-11 4.3890481750899274e-07 0.00038119333816266925 0.0035651959774802948 0.00071550956680957207 0.37592834391154867 0.0027545112515925522 0.0099165247307887415 0.0062700022057257465 4.1140077422815625e-06 0.000169234823399833 1.6515111276212216e-06 1.1388479318775515e-10 1.4537813447472474e-08
33	0 0 3.1063225971797029e-50 1.3042324044091876e-33 9.401850306767681e-32 5.3757185968563194e-30 1.1521938123030439e-27 5.9000290553956512e-25 3.8912476716303799e-29 1.6547904442170722e-28 6.0148397679877153e-25 3.8901449059237802e-33 3.2823543480445418e-34 8.4662960268242863e-30 6.0762009574205959e-41 1.8625432166539127e-38 2.7113838325456987e-26 2.9752258650422838e-21 3.0418431284632661e-20 1.9355856514490128e-20 1.3952748816919105e-18 2.9921925842707653e-16 1.6163078517291447e-13 2.2957943802569408e-20 1.1752863196700528e-17 4.9963853205330968e-17 2.7174606764821802e-14 1.8928893042112192e-24 6.8800309880110044e-21 5.8022881507648191e-22 2.1293082081892432e-18 9.6957474452896718e-32 2.5008409907628826e-27 1.0799590527362016e-25 7.9746991166847615e-17 1.349920289966127e-12 2.1501495646445262e-12 7.2141288438873451e-12 7.3721345010934073e-11 1.6793773294756572e-08 0.0088080513885095482 9.4591216331290334e-12 7.1324021676145106e-10 2.9224761832793517e-09 6.2680119057813221e-06 4.2923823722731849e-15 2.3279869988972781e-12 1.8535910701887629e-13 1.1341866785385389e-10 4.5455880378033558e-21 1.6674757807547403e-17 1.0083228030096492e-16 1.8600944147375466e-10 4.7993342279945712e-05 1.1317837331601674e-07 3.1470583831484745e-06 4.8231521793168082e-06 0.013619310611723869 0.30031902795268522 4.4850511971559501e-06 0.0001396811856631039 0.00021457415631313871 0.098299096684525647 9.5123970532738314e-09 2.6724152083380798e-06 5.7580370845922139e-08 6.421464863390148e-06 1.023866067998203e-13 6.2155135255012104e-11 4.5283856017766018e-11 1.4786215849165161e-07 0.00029148656883719196 0.0019878377121996219 0.00027111224398405058 0.54606596332514612 0.0035466376563725826 0.0097369424529358088 0.016291241855321603 9.6491632763754169e-06 0.00031535488820990586 7.8341360864156686e-06 4.5222727447446601e-10 3.8003605462159523e-08
34	0 0 1.4451662899467238e-55 9.4968124097833688e-35 6.6350265671576079e-33 5.8763086280699644e-31 1.307504381997238e-28 6.488810360909241e-26 1.0190803786972481e-29 4.498959389116024e-29 1.5849439468938191e-25 1.7306314256475041e-33 1.5159112087285323e-34 3.7896693765350377e-30 4.8526732621718975e-41 1.4966566480545984e-38 2.4634249628923562e-27 2.7205350052802037e-22 2.6955261490742608e-21 3.0114250102733807e-21 2.1038842358247989e-19 4.6852764754006306e-17 4.8521730816867948e-15 8.132385015083225e-21 4.0342015656441132e-18 1.7808392691968093e-17 9.3791425751897013e-15 1.082995018662123e-24 3.8142322175779435e-21 3.3401651030490114e-22 1.188533224267828e-18 9.335074925073166e-32 2.3335915807681999e-27 1.0140036990112279e-25 8.0548104845786521e-18 1.3841351181189074e-13 2.0271443701873203e-13 1.3426695933225006e-12 1.3257126453469063e-11 3.2772948654317205e-09 0.0017471463742949808 3.9546607845138805e-12 2.8316570797094465e-10 1.2363706038410174e-09 2.6457586592883561e-06 3.1680130862119757e-15 1.6180718646353751e-12 1.3766573808368585e-13 8.1697157221463708e-11 5.3528356074304231e-21 1.894502692519758e-17 1.1582303565800734e-16 2.2304413064988984e-11 9.5682642026722764e-06 1.3865240730152589e-08 7.0463454006633383e-07 9.9944938934564897e-07 0.0057715180245063282 0.1703445798624261 2.2604527310077207e-06 4.9060873257743191e-05 0.00011970341008379296 0.11556499470075188 8.2743655825346613e-09 1.665894072897652e-06 5.0572270190364188e-08 5.6860606188055094e-06 1.5535218534413071e-13 8.4403635282873189e-11 6.7029606511855569e-11 4.81347245709573e-08 0.00017928207395610031 0.0010838442368619448 0.00014513196953865371 0.66678324614807583 0.0043988852905056828 0.0096026800263130704 0.023563910847162785 2.2778535786608339e-05 0.00058067007855286336 1.8756884649816436e-05 1.9972127517588093e-09 1.5223215820491821e-07
35	0 0 1.8347209480766273e-61 4.4911649867967224e-36 1.6450648697798797e-34 2.5171803252981132e-32 2.0016281608794536e-29 5.2070561198554046e-27 1.8789219663503611e-30 2.9644426000820349e-29 5.4745859774039186e-26 9.7424145558223494e-34 3.0497656483296424e-34 3.9971548386056637e-30 8.675620282227819e-41 5.0134616926233269e-38 6.9086881646186364e-29 1.4294655710367183e-23 7.4188177377143775e-23 2.9172475486960411e-22 1.0685284322748731e-20 8.5029769691351967e-18 3.3548582460957219e-16 3.3454032356772955e-21 8.7003812490867709e-19 1.3726005515069043e-17 3.7515297743299507e-15 1.4779832078442017e-24 2.7289079463014976e-21 8.5409640210983626e-22 1.5893753291069259e-18 3.6419840948813527e-31 4.7731777287601742e-27 3.8860151940557781e-25 3.0094569386307244e-19 9.4574916477436309e-15 7.1067981893947762e-15 1.5510424477098462e-13 8.0237556598352759e-13 6.9998216462821305e-10 0.00017562552433338601 1.9392351336886572e-12 7.2425713799457127e-11 1.1335405586047167e-09 1.0764905848334759e-06 4.4672043005330796e-15 1.1930598311854349e-12 3.6372042309514843e-13 1.1208263495198284e-10 1.8998161026506877e-20 3.5273363196898542e-17 4.0403456058408908e-16 1.268236347098008e-12 9.6698336112038976e-07 6.7357662606419983e-10 9.4167672782240368e-08 6.950576740545097e-08 0.0023111474463651397 0.048486255106049814 1.2866665017200526e-06 1.1342562655011891e-05 0.00012684073429504987 0.12849144913040711 9.6315751302211297e-09 1.0015099320933374e-06 1.102579177149871e-07 7.4607874253946651e-06 4.8618137031021514e-13 1.4450295129112988e-10 2.0726565451528217e-10 6.7924724314033831e-09 5.4814193561324393e-05 0.00031176320354023214 2.2254546374279191e-05 0.75486395525136718 0.0051538071903685012 0.0052254062380346512 0.053663238853859964 6.1555241310259592e-05 0.00093535260858405964 9.2398496264838406e-05 1.6386980410925564e-08 6.91442827470174e-07
36	0 0 2.0615458835766143e-67 1.1533273699640343e-37 4.0837778562464338e-36 2.1717398734590072e-33 1.8249778545449442e-30 4.5890409033886119e-28 7.0765524911439008e-31 1.1798766303970405e-29 2.1062288314413117e-26 1.2513332859057863e-33 4.1395526642645594e-34 5.2446824737559208e-30 3.2722207836257735e-40 1.9317390124512466e-37 2.3199314395624361e-30 4.9049681099463703e-25 2.4558352536354785e-24 3.0853995811914822e-23 1.0924622755509214e-21 9.1910387141821387e-19 3.4022249287011895e-17 1.5439711624201138e-21 3.881304560895964e-19 6.471840823891317e-18 1.6944926291603354e-15 2.0113110510972226e-24 3.5896009237124872e-21 1.1873704037835764e-21 2.1351203468180129e-18 1.2645303022066538e-30 1.6020663767108016e-26 1.332483725499013e-24 1.5508571215148592e-20 5.0421654945551446e-16 3.4674822463785431e-16 1.8865314761159714e-14 9.4191722585286317e-14 9.1720638941265596e-11 1.5862322026302781e-05 1.0314370856856721e-12 3.6839117061391949e-11 6.2032923898177819e-10 4.1068912369177057e-07 4.8616935259378117e-15 1.2435916390787226e-12 4.0454193593007867e-13 1.2445612327414885e-10 5.4465068226098515e-20 9.7554676219376566e-17 1.144985758626352e-15 8.1184241506181941e-14 8.7674201730219331e-08 3.9605429418480505e-11 1.4598158661381609e-08 1.0177046131548795e-08 0.00084381073306523348 0.01231889572638835 8.7090965032971092e-07 5.2517807641218046e-06 9.6332449984913479e-05 0.13095106014199639 1.2154915743335704e-08 7.88919148239966e-07 1.4300403482181547e-07 9.2753779689668126e-06 1.1505271409979183e-12 3.1855404116904263e-10 4.8642163555260567e-10 9.0842781485389645e-10 1.4443528824133549e-05 8.255177187840668e-05 5.5815004550193347e-06 0.77177173153759271 0.0054436458175844016 0.0038424290148317375 0.072690353626965076 0.00013506573929799784 0.0015617585829902671 0.00020635026037663592 7.8899662039510543e-08 3.1804306805778001e-06
37	0 0 2.0744571214764631e-73 3.5874278189091044e-39 1.2287772551222655e-37 2.0480438038674175e-34 1.8552751370858058e-31 4.5126535750796694e-29 3.0235379139029782e-31 5.4343756262161858e-30 9.3838294242279121e-27 1.6367759722673038e-33 5.8369910928757867e-34 7.153843792418451e-30 1.1332736099425756e-39 6.9766278667783269e-37 1.1019526793113392e-31 2.4287623171025829e-26 1.1745884560560535e-25 3.4742514994634858e-24 1.1899837494459322e-22 1.0791011458485705e-19 3.8359253977455472e-18 7.8933724129198772e-22 1.9194713020376894e-19 3.4502342329583786e-18 8.6860059470881807e-16 2.18071411297588e-24 3.764957145555995e-21 1.3424900274008798e-21 2.3394411358013961e-18 3.6731239491943938e-30 4.501675394370191e-26 3.9046446804191854e-24 1.1763265935511427e-21 3.8628304804126431e-17 2.5798909090572679e-17 2.7239203222954762e-15 1.3152535362250329e-14 1.3512856827088939e-11 1.3438232844623787e-06 6.7366677389674438e-13 2.3225201468205283e-11 4.2101767698166532e-10 1.5877966485997677e-07 5.7830009164420166e-15 1.4279482854469993e-12 5.0178376252726632e-13 1.4757656249035302e-10 1.0371144820972129e-19 1.8003670540918759e-16 2.2062647825706583e-15 1.0594740983804039e-14 7.4735136694186217e-09 4.748736578593581e-12 2.8097192605812562e-09 1.8967378468848063e-09 0.0002987441561099875 0.002948293550458714 7.074555440787748e-07 3.7842919647193529e-06 7.987140328268056e-05 0.13047722419448582 1.5033140225295595e-08 7.8835278073201822e-07 1.8452601786262018e-07 1.1634690678106925e-05 2.1074062209732566e-12 5.7784342181724216e-10 9.0458858947449361e-10 2.0353867581579689e-10 3.5791319963488871e-06 2.2342861787930619e-05 1.5145934143211374e-06 0.76860353637938428 0.0054822449690159767 0.0033425605566578718 0.085856550968244461 0.00019564572332366923 0.0023622822637206276 0.00029862669718952841 1.8570219040379107e-07 8.1654148929125408e-06
